1290,58,1232,154,8
1300,60,1240,155,8
1310,70,1240,155,8
1320,56,1264,158,8
1330,58,1272,159,8
1340,60,1280,160,8
1350,70,1280,160,8
1360,56,1304,163,8
1370,58,1312,164,8
1380,60,1320,165,8
1390,70,1320,165,8
1400,56,1344,168,8
1410,58,1352,169,8
1420,60,1360,170,8
1430,70,1360,170,8
1440,56,1384,173,8
1450,58,1392,174,8
1460,60,1400,175,8
1470,70,1400,175,8
1480,56,1424,178,8
1490,58,1432,179,8
1500,60,1440,180,8
1510,70,1440,180,8
1520,56,1464,183,8
1530,58,1472,184,8
1540,60,1480,185,8
1550,70,1480,185,8
1560,56,1504,188,8
1570,58,1512,189,8
1580,60,1520,190,8
1590,70,1520,190,8
1600,56,1544,193,8
1610,58,1552,194,8
1620,60,1560,195,8
1630,70,1560,195,8
1640,56,1584,198,8
1650,58,1592,199,8
1660,60,1600,200,8
1670,70,1600,200,8
1680,60,1620,162,10
1690,70,1620,162,10
1700,60,1640,164,10
1710,70,1640,164,10
1720,60,1660,166,10
1730,70,1660,166,10
1740,60,1680,168,10
1750,70,1680,168,10
1760,60,1700,170,10
1770,70,1700,170,10
1780,60,1720,172,10
1790,70,1720,172,10
1800,60,1740,174,10
1810,70,1740,174,10
1820,60,1760,176,10
1830,70,1760,176,10
1840,60,1780,178,10
1850,70,1780,178,10
1860,60,1800,180,10
1870,70,1800,180,10
1880,60,1820,182,10
1890,70,1820,182,10
1900,60,1840,184,10
1910,70,1840,184,10
1920,60,1860,186,10
1930,70,1860,186,10
1940,60,1880,188,10
1950,70,1880,188,10
1960,60,1900,190,10
1970,70,1900,190,10
1980,60,1920,192,10
1990,70,1920,192,10
2000,60,1940,194,10
2010,70,1940,194,10
2020,60,1960,196,10
2030,70,1960,196,10
2040,60,1980,198,10
2050,70,1980,198,10
2060,60,2000,200,10
2070,70,2000,200,10
2080,64,2016,168,12
2090,62,2028,169,12
2100,60,2040,170,12
2110,70,2040,170,12
2120,68,2052,171,12
2130,66,2064,172,12
2140,64,2076,173,12
2150,62,2088,174,12
2160,60,2100,175,12
2170,70,2100,175,12
2180,68,2112,176,12
2190,66,2124,177,12
2200,64,2136,178,12
2210,62,2148,179,12
2220,60,2160,180,12
2230,70,2160,180,12
2240,68,2172,181,12
2250,66,2184,182,12
2260,64,2196,183,12
2270,62,2208,184,12
2280,60,2220,185,12
2290,70,2220,185,12
2300,68,2232,186,12
2310,66,2244,187,12
2320,64,2256,188,12
2330,62,2268,189,12
2340,60,2280,190,12
2350,70,2280,190,12
2360,68,2292,191,12
2370,66,2304,192,12
2380,64,2316,193,12
2390,62,2328,194,12
2400,60,2340,195,12
2410,70,2340,195,12
2420,68,2352,196,12
2430,66,2364,197,12
2440,64,2376,198,12
2450,62,2388,199,12
2460,60,2400,200,12
2470,70,2400,200,12
2480,72,2408,172,14
2490,68,2422,173,14
2500,64,2436,174,14
2510,60,2450,175,14
2520,70,2450,175,14
2530,66,2464,176,14
2540,62,2478,177,14
2550,58,2492,178,14
2560,54,2506,179,14
2570,50,2520,180,14
2580,60,2520,180,14
2590,56,2534,181,14
2600,52,2548,182,14
2610,62,2548,182,14
2620,58,2562,183,14
2630,54,2576,184,14
2640,50,2590,185,14
2650,60,2590,185,14
2660,56,2604,186,14
2670,52,2618,187,14
2680,62,2618,187,14
2690,58,2632,188,14
2700,54,2646,189,14
2710,50,2660,190,14
2720,60,2660,190,14
2730,56,2674,191,14
2740,52,2688,192,14
2750,62,2688,192,14
2760,58,2702,193,14
2770,54,2716,194,14
2780,50,2730,195,14
2790,60,2730,195,14
2800,56,2744,196,14
2810,52,2758,197,14
2820,62,2758,197,14
2830,58,2772,198,14
2840,54,2786,199,14
2850,50,2800,200,14
2860,60,2800,200,14
2870,70,2800,175,16
2880,64,2816,176,16
2890,58,2832,177,16
2900,52,2848,178,16
2910,62,2848,178,16
2920,56,2864,179,16
2930,50,2880,180,16
2940,60,2880,180,16
2950,70,2880,180,16
2960,64,2896,181,16
2970,58,2912,182,16
2980,52,2928,183,16
2990,62,2928,183,16
3000,56,2944,184,16
3010,66,2944,184,16
3020,76,2944,184,16
3030,70,2960,185,16
3040,64,2976,186,16
3050,74,2976,186,16
3060,68,2992,187,16
3070,62,3008,188,16
3080,56,3024,189,16
3090,50,3040,190,16
3100,60,3040,190,16
3110,70,3040,190,16
3120,64,3056,191,16
3130,58,3072,192,16
3140,52,3088,193,16
3150,62,3088,193,16
3160,56,3104,194,16
3170,66,3104,194,16
3180,60,3120,195,16
3190,70,3120,195,16
3200,64,3136,196,16
3210,58,3152,197,16
3220,52,3168,198,16
3230,62,3168,198,16
3240,56,3184,199,16
3250,66,3184,199,16
3260,60,3200,200,16
3270,70,3200,200,16
3280,58,3222,179,18
3290,50,3240,180,18
3300,60,3240,180,18
3310,70,3240,180,18
3320,62,3258,181,18
3330,54,3276,182,18
3340,64,3276,182,18
3350,56,3294,183,18
3360,48,3312,184,18
3370,40,3330,185,18
3380,50,3330,185,18
3390,42,3348,186,18
3400,52,3348,186,18
3410,44,3366,187,18
3420,54,3366,187,18
3430,46,3384,188,18
3440,56,3384,188,18
3450,48,3402,189,18
3460,40,3420,190,18
3470,50,3420,190,18
3480,60,3420,190,18
3490,70,3420,190,18
3500,80,3420,190,18
