0.5 N·m,0.05,0.25,m,0.2,N,0.2 N-1,,,,,,,,,,,,,,,,,,,,,,
0.8 N·m,0.2,0.25,m,0.8,N,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,,,,
0.8 N·m,0.3,0.25,m,1.2,N,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,,,,,,
0.8 N·m,0.4,0.25,m,1.6,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,,,
0.8 N·m,0.5,0.25,m,2,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,,,,,,,,,,,,,,,,,,
0.8 N·m,0.6,0.25,m,2.4,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,,,,,,,,,,,,,,,,,
0.8 N·m,0.7,0.25,m,2.8,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,,,,,,,,,,,,,,,,
0.8 N·m,0.8,0.25,m,3.2,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,,,,,,,,,,,,,,,
1 N·m,0.1,0.25,m,0.4,N,0.4 N-1,,,,,,,,,,,,,,,,,,,,,,
1 N·m,0.2,0.25,m,0.8,N,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,,,,
1 N·m,0.3,0.25,m,1.2,N,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,,,,,,
1 N·m,0.4,0.25,m,1.6,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,,,
1 N·m,0.5,0.25,m,2,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,,,,,,,,,,,,,,,,,,
1 N·m,0.6,0.25,m,2.4,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,,,,,,,,,,,,,,,,,
1 N·m,0.7,0.25,m,2.8,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,,,,,,,,,,,,,,,,
1 N·m,0.8,0.25,m,3.2,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,,,,,,,,,,,,,,,
1 N·m,0.9,0.25,m,3.6,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,0.4 N-9,,,,,,,,,,,,,,
1 N·m,1,0.25,m,4,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,0.4 N-9,0.4 N-10,,,,,,,,,,,,,
1.5 N·m,0.15,0.25,m,0.6,N,0.4 N-1,0.2 N-1,,,,,,,,,,,,,,,,,,,,,
1.5 N·m,0.3,0.25,m,1.2,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,,,,,,,,,,,,,,,,,,,
1.5 N·m,0.45,0.25,m,1.8,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,,,,,,,,,,,,,,,,,
1.5 N·m,0.6,0.25,m,2.4,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,0.4 N-4,0.2 N-4,,,,,,,,,,,,,,,
1.5 N·m,0.75,0.25,m,3,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,0.4 N-4,0.2 N-4,0.4 N-5,0.2 N-5,,,,,,,,,,,,,
1.5 N·m,0.9,0.25,m,3.6,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,0.4 N-4,0.2 N-4,0.4 N-5,0.2 N-5,0.4 N-6,0.2 N-6,,,,,,,,,,,
1.5 N·m,1.05,0.25,m,4.2,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,0.4 N-4,0.2 N-4,0.4 N-5,0.2 N-5,0.4 N-6,0.2 N-6,0.4 N-7,0.2 N-7,,,,,,,,,
1.5 N·m,1.2,0.25,m,4.8,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,0.4 N-4,0.2 N-4,0.4 N-5,0.2 N-5,0.4 N-6,0.2 N-6,0.4 N-7,0.2 N-7,0.4 N-8,0.2 N-8,,,,,,,
1.5 N·m,1.35,0.25,m,5.4,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,0.4 N-4,0.2 N-4,0.4 N-5,0.2 N-5,0.4 N-6,0.2 N-6,0.4 N-7,0.2 N-7,0.4 N-8,0.2 N-8,0.4 N-9,0.2 N-9,,,,,
1.5 N·m,1.5,0.25,m,6,N,0.4 N-1,0.2 N-1,0.4 N-2,0.2 N-2,0.4 N-3,0.2 N-3,0.4 N-4,0.2 N-4,0.4 N-5,0.2 N-5,0.4 N-6,0.2 N-6,0.4 N-7,0.2 N-7,0.4 N-8,0.2 N-8,0.4 N-9,0.2 N-9,0.4 N-10,0.2 N-10,,,
2 N·m,0.2,0.25,m,0.8,N,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,,,,
2 N·m,0.4,0.25,m,1.6,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,,,
2 N·m,0.6,0.25,m,2.4,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,,,,,,,,,,,,,,,,,
2 N·m,0.8,0.25,m,3.2,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,,,,,,,,,,,,,,,
2 N·m,1,0.25,m,4,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,0.4 N-9,0.4 N-10,,,,,,,,,,,,,
2 N·m,1.2,0.25,m,4.8,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,,
2 N·m,1.4,0.25,m,5.6,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,
2 N·m,1.6,0.25,m,6.4,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,,,,,,,,,,,,,,,
2 N·m,1.8,0.25,m,7.2,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,,,,,,,,,,,,,
2 N·m,2,0.25,m,8,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,0.4 N-9,0.4 N-10,,,,,,,,,,,
2.5 N·m,0.25,0.25,m,1,N,1 N-1,,,,,,,,,,,,,,,,,,,,,,
2.5 N·m,0.5,0.25,m,2,N,1 N-1,1 N-2,,,,,,,,,,,,,,,,,,,,,
2.5 N·m,0.75,0.25,m,3,N,1 N-1,1 N-2,1 N-3,,,,,,,,,,,,,,,,,,,,
2.5 N·m,1,0.25,m,4,N,1 N-1,1 N-2,1 N-3,1 N-4,,,,,,,,,,,,,,,,,,,
2.5 N·m,1.25,0.25,m,5,N,1 N-1,1 N-2,1 N-3,1 N-4,1 N-5,,,,,,,,,,,,,,,,,,
2.5 N·m,1.5,0.25,m,6,N,1 N-1,1 N-2,1 N-3,1 N-4,1 N-5,1 N-6,,,,,,,,,,,,,,,,,
2.5 N·m,1.75,0.25,m,7,N,1 N-1,1 N-2,1 N-3,1 N-4,1 N-5,1 N-6,1 N-7,,,,,,,,,,,,,,,,
2.5 N·m,2,0.25,m,8,N,1 N-1,1 N-2,1 N-3,1 N-4,1 N-5,1 N-6,1 N-7,1 N-8,,,,,,,,,,,,,,,
2.5 N·m,2.25,0.25,m,9,N,1 N-1,1 N-2,1 N-3,1 N-4,1 N-5,1 N-6,1 N-7,1 N-8,1 N-9,,,,,,,,,,,,,,
2.5 N·m,2.5,0.25,m,10,N,1 N-1,1 N-2,1 N-3,1 N-4,1 N-5,1 N-6,1 N-7,1 N-8,1 N-9,1 N-10,,,,,,,,,,,,,
3 N·m,0.3,0.25,m,1.2,N,1 N-1,0.2 N-1,,,,,,,,,,,,,,,,,,,,,
3 N·m,0.6,0.25,m,2.4,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,,,,,,,,,,,,,,,,,,,
3 N·m,0.9,0.25,m,3.6,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,,,,,,,,,,,,,,,,,
3 N·m,1.2,0.25,m,4.8,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,1 N-4,0.2 N-4,,,,,,,,,,,,,,,
3 N·m,1.5,0.25,m,6,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,1 N-4,0.2 N-4,1 N-5,0.2 N-5,,,,,,,,,,,,,
3 N·m,1.8,0.25,m,7.2,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,1 N-4,0.2 N-4,1 N-5,0.2 N-5,1 N-6,0.2 N-6,,,,,,,,,,,
3 N·m,2.1,0.25,m,8.4,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,1 N-4,0.2 N-4,1 N-5,0.2 N-5,1 N-6,0.2 N-6,1 N-7,0.2 N-7,,,,,,,,,
3 N·m,2.4,0.25,m,9.6,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,1 N-4,0.2 N-4,1 N-5,0.2 N-5,1 N-6,0.2 N-6,1 N-7,0.2 N-7,1 N-8,0.2 N-8,,,,,,,
3 N·m,2.7,0.25,m,10.8,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,1 N-4,0.2 N-4,1 N-5,0.2 N-5,1 N-6,0.2 N-6,1 N-7,0.2 N-7,1 N-8,0.2 N-8,1 N-9,0.2 N-9,,,,,
3 N·m,3,0.25,m,12,N,1 N-1,0.2 N-1,1 N-2,0.2 N-2,1 N-3,0.2 N-3,1 N-4,0.2 N-4,1 N-5,0.2 N-5,1 N-6,0.2 N-6,1 N-7,0.2 N-7,1 N-8,0.2 N-8,1 N-9,0.2 N-9,1 N-10,0.2 N-10,,,
4 N·m,0.4,0.25,m,1.6,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,,,
4 N·m,0.8,0.25,m,3.2,N,2 N-1,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,,,,,
4 N·m,1.2,0.25,m,4.8,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,,
4 N·m,1.6,0.25,m,6.4,N,2 N-1,2 N-2,2 N-3,0.4 N-1,,,,,,,,,,,,,,,,,,,
4 N·m,2,0.25,m,8,N,2 N-1,2 N-2,2 N-3,2 N-4,,,,,,,,,,,,,,,,,,,
4 N·m,2.4,0.25,m,9.6,N,2 N-1,2 N-2,2 N-3,2 N-4,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,
4 N·m,2.8,0.25,m,11.2,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,
4 N·m,3.2,0.25,m,12.8,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,
4 N·m,3.6,0.25,m,14.4,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,0.4 N-1,,,,,,,,,,,,,,,
4 N·m,4,0.25,m,16,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,2 N-8,,,,,,,,,,,,,,,
5 N·m,0.5,0.25,m,2,N,2 N-1,,,,,,,,,,,,,,,,,,,,,,
5 N·m,1,0.25,m,4,N,2 N-1,2 N-2,,,,,,,,,,,,,,,,,,,,,
5 N·m,1.5,0.25,m,6,N,2 N-1,2 N-2,2 N-3,,,,,,,,,,,,,,,,,,,,
5 N·m,2,0.25,m,8,N,2 N-1,2 N-2,2 N-3,2 N-4,,,,,,,,,,,,,,,,,,,
5 N·m,2.5,0.25,m,10,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,,,,,,,,,,,,,,,,,,
5 N·m,3,0.25,m,12,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,,,,,,,,,,,,,,,,,
5 N·m,3.5,0.25,m,14,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,,,,,,,,,,,,,,,,
5 N·m,4,0.25,m,16,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,2 N-8,,,,,,,,,,,,,,,
5 N·m,4.5,0.25,m,18,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,2 N-8,2 N-9,,,,,,,,,,,,,,
5 N·m,5,0.25,m,20,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,2 N-8,2 N-9,2 N-10,,,,,,,,,,,,,
6 N·m,0.6,0.25,m,2.4,N,2 N-1,0.4 N-1,,,,,,,,,,,,,,,,,,,,,
6 N·m,1.2,0.25,m,4.8,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,,
6 N·m,1.8,0.25,m,7.2,N,2 N-1,2 N-2,2 N-3,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,,,
6 N·m,2.4,0.25,m,9.6,N,2 N-1,2 N-2,2 N-3,2 N-4,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,
6 N·m,3,0.25,m,12,N,10 N-1,2 N-1,,,,,,,,,,,,,,,,,,,,,
6 N·m,3.6,0.25,m,14.4,N,10 N-1,2 N-1,2 N-2,0.4 N-1,,,,,,,,,,,,,,,,,,,
6 N·m,4.2,0.25,m,16.8,N,10 N-1,2 N-1,2 N-2,2 N-3,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,
6 N·m,4.8,0.25,m,19.2,N,10 N-1,2 N-1,2 N-2,2 N-3,2 N-4,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,
6 N·m,5.4,0.25,m,21.6,N,10 N-1,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,
6 N·m,6,0.25,m,24,N,10 N-1,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,,,,,,,,,,,,,,,
7 N·m,0.7,0.25,m,2.8,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,,,,,,,,,,,,,,,,
7 N·m,1.4,0.25,m,5.6,N,2 N-1,2 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,
7 N·m,2.1,0.25,m,8.4,N,2 N-1,2 N-2,2 N-3,2 N-4,0.4 N-1,,,,,,,,,,,,,,,,,,
7 N·m,2.8,0.25,m,11.2,N,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,
7 N·m,3.5,0.25,m,14,N,10 N-1,4 N-1,,,,,,,,,,,,,,,,,,,,,
7 N·m,4.2,0.25,m,16.8,N,10 N-1,4 N-1,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,,,,,,,,,,,,,,
7 N·m,4.9,0.25,m,19.6,N,10 N-1,4 N-1,2 N-1,2 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,
7 N·m,5.6,0.25,m,22.4,N,10 N-1,4 N-1,2 N-1,2 N-2,2 N-3,2 N-4,0.4 N-1,,,,,,,,,,,,,,,,
7 N·m,6.3,0.25,m,25.2,N,10 N-1,4 N-1,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,
7 N·m,7,0.25,m,28,N,10 N-1,4 N-1,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,,,,,,,,,,,,,,
8 N·m,0.8,0.25,m,3.2,N,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,,,,,,,,,,,,,,,
8 N·m,1.6,0.25,m,6.4,N,4 N-1,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,,,,,,,,,,,,,,,,
8 N·m,2.4,0.25,m,9.6,N,4 N-1,4 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,
8 N·m,3.2,0.25,m,12.8,N,4 N-1,4 N-2,4 N-3,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,
8 N·m,4,0.25,m,16,N,4 N-1,4 N-2,4 N-3,4 N-4,,,,,,,,,,,,,,,,,,,
8 N·m,4.8,0.25,m,19.2,N,4 N-1,4 N-2,4 N-3,4 N-4,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,0.4 N-7,0.4 N-8,,,,,,,,,,,
8 N·m,5.6,0.25,m,22.4,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,0.4 N-5,0.4 N-6,,,,,,,,,,,,
8 N·m,6.4,0.25,m,25.6,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,
8 N·m,7.2,0.25,m,28.8,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,
8 N·m,8,0.25,m,32,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,,,,,,,,,,,,,,,
9 N·m,0.9,0.25,m,3.6,N,2 N-1,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,,
9 N·m,1.8,0.25,m,7.2,N,4 N-1,2 N-1,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,,,,
9 N·m,2.7,0.25,m,10.8,N,4 N-1,4 N-2,2 N-1,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,
9 N·m,3.6,0.25,m,14.4,N,4 N-1,4 N-2,4 N-3,2 N-1,0.4 N-1,,,,,,,,,,,,,,,,,,
9 N·m,4.5,0.25,m,18,N,4 N-1,4 N-2,4 N-3,4 N-4,2 N-1,,,,,,,,,,,,,,,,,,
9 N·m,5.4,0.25,m,21.6,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,
9 N·m,6.3,0.25,m,25.2,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,
9 N·m,7.2,0.25,m,28.8,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,
9 N·m,8.1,0.25,m,32.4,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,0.4 N-1,,,,,,,,,,,,,,
9 N·m,9,0.25,m,36,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,,,,,,,,,,,,,,
10 N·m,1,0.25,m,4,N,4 N-1,,,,,,,,,,,,,,,,,,,,,,
10 N·m,2,0.25,m,8,N,4 N-1,4 N-2,,,,,,,,,,,,,,,,,,,,,
10 N·m,3,0.25,m,12,N,4 N-1,4 N-2,4 N-3,,,,,,,,,,,,,,,,,,,,
10 N·m,4,0.25,m,16,N,4 N-1,4 N-2,4 N-3,4 N-4,,,,,,,,,,,,,,,,,,,
10 N·m,5,0.25,m,20,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,,,,,,,,,,,,,,,,,,
10 N·m,6,0.25,m,24,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,,,,,,,,,,,,,,,,,
10 N·m,7,0.25,m,28,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,,,,,,,,,,,,,,,,
10 N·m,8,0.25,m,32,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,,,,,,,,,,,,,,,
10 N·m,9,0.25,m,36,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,,,,,,,,,,,,,,
10 N·m,10,0.25,m,40,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,4 N-10,,,,,,,,,,,,,
12 N·m,1.2,0.25,m,4.8,N,4 N-1,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,,,,,,,
12 N·m,2.4,0.25,m,9.6,N,4 N-1,4 N-2,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,,,,,,,
12 N·m,3.6,0.25,m,14.4,N,4 N-1,4 N-2,4 N-3,2 N-1,0.4 N-1,,,,,,,,,,,,,,,,,,
12 N·m,4.8,0.25,m,19.2,N,4 N-1,4 N-2,4 N-3,4 N-4,2 N-1,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,,,,,,,
12 N·m,6,0.25,m,24,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,,,,,,,,,,,,,,,,,
12 N·m,7.2,0.25,m,28.8,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,0.4 N-1,0.4 N-2,,,,,,,,,,,,,,
12 N·m,8.4,0.25,m,33.6,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,0.4 N-1,0.4 N-2,0.4 N-3,0.4 N-4,,,,,,,,,,,
12 N·m,9.6,0.25,m,38.4,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,2 N-1,0.4 N-1,,,,,,,,,,,,
12 N·m,10.8,0.25,m,43.2,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,4 N-10,2 N-1,0.4 N-1,0.4 N-2,0.4 N-3,,,,,,,,,
12 N·m,12,0.25,m,48,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,4 N-10,2 N-1,2 N-2,2 N-3,2 N-4,,,,,,,,,
15 N·m,1.5,0.25,m,6,N,4 N-1,2 N-1,,,,,,,,,,,,,,,,,,,,,
15 N·m,3,0.25,m,12,N,4 N-1,4 N-2,2 N-1,2 N-2,,,,,,,,,,,,,,,,,,,
15 N·m,4.5,0.25,m,18,N,4 N-1,4 N-2,4 N-3,2 N-1,2 N-2,2 N-3,,,,,,,,,,,,,,,,,
15 N·m,6,0.25,m,24,N,4 N-1,4 N-2,4 N-3,4 N-4,2 N-1,2 N-2,2 N-3,2 N-4,,,,,,,,,,,,,,,
15 N·m,7.5,0.25,m,30,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,,,,,,,,,,,,,
15 N·m,9,0.25,m,36,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,,,,,,,,,,,
15 N·m,10.5,0.25,m,42,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,,,,,,,,,
15 N·m,12,0.25,m,48,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,2 N-8,,,,,,,
15 N·m,13.5,0.25,m,54,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,2 N-8,2 N-9,,,,,
15 N·m,15,0.25,m,60,N,4 N-1,4 N-2,4 N-3,4 N-4,4 N-5,4 N-6,4 N-7,4 N-8,4 N-9,4 N-10,2 N-1,2 N-2,2 N-3,2 N-4,2 N-5,2 N-6,2 N-7,2 N-8,2 N-9,2 N-10,,,
20 N·m,2,0.25,m,8,N,2 N-1,2 N-2,2 N-3,2 N-4,,,,,,,,,,,,,,,,,,,
